Handle,Tracklist,Format,Label,ReleaseYear
whitney-houston-whitney-houston-lp-new-vinyl-19658702171,"1. You Give Good Love 
2. Thinking About You 
3. Someone For Me 
4. Saving All My Love For You 
5. Nobody Loves Me Like You Do 
6. How Will I Know 
7. All At Once 
8. Take Good Care Of My Heart 
9. Greatest Love Of All 
10. Hold Me ",Vinyl,Arista,2023
ben-howard-collections-from-the-whiteout-lp-new-vinyl-746832,"1. Follies Fixture 
2. What A Day 
3. Crowhurst's Meme 
4. Sage That She Was Burning 
5. Metaphysical Cantations 
6. Far Out 
7. Rookery 
8. You Have Your Way 
9. Too Heavy 
10. Buzzard 
11. Make Arrangements 
12. The Half Light 
13. Richie's Last Stand 
14. Sorry (I Ran Away) ","2xVinyl, LP, Album, 180 Gram, Gatefold",Island Records,2021
freddie-hubbard-keep-your-soul-together-lp-new-vinyl-movlp3631c,"1. Brigitte (9:07)
2. Keep Your Soul Together (9:52)
3. Spirits Of Trane (9:07)
4. Destiny's Children (10:19)",Vinyl,"CTI Records, Music On Vinyl",2025
humble-pie-humble-pie-lp-new-vinyl-movlp3717,"1. Live With Me (7:50)
2. Only A Roach (2:46)
3. One Eyed Trouser-Snake Rumba (2:49)
4. Earth And Water Song (6:15)
5. I'm Ready (4:55)
6. Theme From Skint – See You Later Liquidator (5:43)
7. Red Light Mamma, Red Hot! (6:13)
8. Sucking On The Sweet Vine (5:45)",Vinyl,"A&M Records, Music On Vinyl, Universal Music",2024
ian-hunter-ian-hunter-lp-new-vinyl-movlp1272c,"1. Once Bitten, Twice Shy (4:44)
2. Who Do You Love (3:51)
3. Lounge Lizard (4:30)
4. Boy (8:52)
5. 3,000 Miles Away From Here (2:42)
6. The Truth, The Whole Truth And Nothing But The Truth (6:12)
7. It Ain't Easy When You Fall (4:08)
8. Shades Off (1:37)
9. I Get So Excited (3:50)",Vinyl,"Music On Vinyl, Columbia",2025
willie-hutch-season-for-love-lp-new-vinyl-bewith019lp,"1. Season For Love (3:06)
2. The Twelfth Of Never (2:25)
3. Trying To Understand A Woman (2:27)
4. When A Boy Falls In Love (2:38)
5. The Shortest Distance (0:36)
6. Hurt So Bad (3:16)
7. Walking On My Love (3:02)
8. Wichita Lineman (3:21)
9. Let's Try It Over Again (2:09)
10. The Magic Of Love (2:47)",Vinyl,Be With Records,2016
willie-hutch-soul-portrait-lp-new-vinyl-bewith018lp,"1. Ain't Gonna Stop (3:06)
2. You Can't Miss Something That You Never Had (2:32)
3. A Love That's Worth Having (2:47)
4. Good To The Last Drop (3:00)
5. That's What I Call Lovin' You (1:54)
6. You Gotta Try (2:26)
7. Let Me Give You The Love You Need (2:34)
8. Lucky To Be Loved By You (2:50)
9. Keep On Doin' What You Do (2:18)
10. Your Love Keeps Liftin' Me Higher (2:32)
11. Do What You Wanna Do (3:12)",Vinyl,Be With Records,2016
bobby-hutcherson-george-cables-herbie-lewis-philly-joe-jones-four-seasons-lp-new-vinyl-movlp3893,"1. I Mean You (5:46)
2. All Of You (5:53)
3. Spring Is Here (7:02)
4. Star Eyes (7:45)
5. If I Were A Bell (5:36)
6. Summertime (6:50)
7. Autumn Leaves (6:35)",Vinyl,"Music On Vinyl, Timeless (9)",2025
devonte-hynes-we-are-who-we-are-original-series-soundtrack-lp-new-vinyl-19439825351,"1. The Long Ride II (2:47)
2. Let Yourself Go I (1:21)
3. The Last Day (2:11)
4. Let Yourself Go II (1:58)
5. Fraser's Bedroom (1:56)
6. He Just Left (4:36)
7. Notte Transfigurata I (2:00)
8. The Long Ride I (1:03)
9. Good Job, Solider (0:40)
10. Amorous Love (1:15)
11. Notte Transfigurata II (2:00)
12. Body Of Me (3:30)
13. Stay On It (3:55)
14. Gay Guerrilla (5:14)
15. Century Rolls: II. Manny's Gym (6:23)
16. Two Fanfares for Orchestra / Short Ride In A Fast Machine (4:15)
17. The Love We Make (4:39)
18. Why Must the Show Go On (4:11)
19. A Lei (3:47)
20. Keys of Life (2:26)
21. Lightning Strikes (2:58)
22. Child Prodigy (4:17)
23. Three Weeks and I'm Still Outta My Mind (5:09)
24. Emilia Paranoica (7:32)
25. Time Will Tell (5:38)
26. Child Song (2:37)
27. Soldier of Love (1:43)",Vinyl,"Milan, Masterworks (3)",2021
ian-carr-nucleus-3-labyrinth-lp-new-vinyl-bewith103lp,"1. Origins 
2. Bull Dance 
3. Ariadne 
4. Arena 
5. Arena (Continued From Side One) 
6. Exultation 
7. Naxos ",Vinyl,Be With Records,2022
nucleus-3-roots-lp-new-vinyl-bewith102lp,"1. Roots (9:24)
2. Images (4:55)
3. Caliban (4:35)
4. Whapatiti (3:22)
5. Capricorn (4:00)
6. Odokamona (3:24)
7. Southern Roots And Celebration (7:45)",Vinyl,Be With Records,2021
ice-cube-death-certificate-lp-new-vinyl-0602547128034,"1. The Death Side 
2. The Funeral 
3. The Wrong Nigga To Fuck Wit 
4. My Summer Vacation 
5. Steady Mobbin' 
6. Robin Lench 
7. Givin' Up The Nappy Dug Out 
8. Look Who's Burnin' 
9. A Bird In The Hand 
10. Man's Best Friend 
11. Alive On Arrival 
12. Death 
13. The Life Side 
14. The Birth 
15. I Wanna Kill Sam 
16. Horny Lil' Devil 
17. Black Korea 
18. True To The Game 
19. Color Blind 
20. Doing Dumb Shit 
21. Us 
22. No Vaseline ",Vinyl,Priority Records,2015
ice-cube-everythangs-corrupt-lp-new-vinyl-7745316,"1. Super OG (0:37)
2. Arrest The President (3:53)
3. Chase Down The The Bully (4:06)
4. Don't Bring Me No Bag (3:37)
5. Bad Dope (3:22)
6. On Them Pills  (3:58)
7. Fire Water (4:21)
8. Streets Shed Tears (4:01)
9. Ain't Got No Haters (3:26)
10. Can You Dig It? (4:22)
11. That New Funkadelic (3:54)
12. One For The Money (2:21)
13. Still In The Kitchen (3:25)
14. Non Believers (3:47)
15. Everythangs Corrupt (3:17)
16. Good Cop, Bad Cop (3:28)",Vinyl,"Lench Mob Records, Interscope Records",2019
ice-spice-y2k-lp-new-vinyl-6582910,"1. Phat Butt (2:09)
2. Oh Shhh... (2:41)
3. Popa (2:40)
4. Bitch I'm Packin' (2:42)
5. Plenty Sun (2:41)
6. Did It First (1:58)
7. BB Belt (1:56)
8. Think U The Shit (Fart) (2:21)
9. Gimmie A Light (2:06)
10. TTYL (2:03)",Vinyl,"TenThousand Projects, Capitol Records",2024
ice-t-og-original-gangster-lp-new-vinyl-movlp2541,"1. First Impression (0:48)
2. Ziplock (1:20)
3. New Jack Hustler (4:43)
4. Bitches 2 (5:24)
5. Straight Up Nigga (3:43)
6. O.G. Original Gangster (4:43)
7. The House (0:57)
8. Evil E - What About Sex? (0:46)
9. Fly By (3:29)
10. Fried Chicken (1:00)
11. Lifestyles Of The Rich And Infamous (3:51)
12. Body Count (6:07)
13. Prepared To Die (0:39)
14. Escape From The Killing Fields (2:36)
15. The Tower (3:58)
16. Ya Shoulda Killed Me Last Year (1:41)",Vinyl,"Music On Vinyl, Sire, Rhyme Syndicate Management, Warner Records",2019
the-icicle-works-permanent-damage-lp-new-vinyl-movlp3541c,"1. I Still Want You 
2. Motorcycle Rider 
3. Melanie Still Hurts 
4. Hope Street Rag 
5. I Think I'm Gonna Be OK 
6. Baby Don't Burn 
7. What She Did To My Mind 
8. One Good Eye 
9. Permanent Damage 
10. Woman On My Mind 
11. Looks Like Rain 
12. Dumb Angel ",Vinyl,"Epic, Music On Vinyl B.V.",2025
the-idle-race-idle-race-lp-new-vinyl-movlp3603c,"1. Come With Me 
2. Sea Of Dreams 
3. Going Home 
4. Reminds Me Of You 
5. Mr. Crow And Sir Norman 
6. Please No More Sad Songs 
7. Girl At The Window 
8. Big Chief Woolly Bosher 
9. Someone Knocking 
10. A Better Life (The Weather Man Knows) 
11. Hurry Up John ",Vinyl,"Music On Vinyl, Parlophone",2024
ike-tina-turner-nuff-said-lp-new-vinyl-movlp3731,"1. I Love What You Do To Me (2:32)
2. Baby (What You Want Me To Do) (3:27)
3. Sweet Flustrations (2:55)
4. What You Don't See (Is Better Yet) (3:15)
5. Nuff Said (Part I) (3:12)
6. Tell The Truth (2:53)
7. Pick Me Up (Take Me Where Your Home Is) (4:23)
8. Moving Into Hip Style - A Trip Child! (2:47)
9. I Love Baby (2:20)
10. Can't You Hear Me Callin' (2:26)
11. Nuff Said (Part II) (2:01)",Vinyl,"United Artists Records, Universal Music, Music On Vinyl",2024
imagine-dragons-mercury-act-1-lp-new-vinyl-3853427,"1. My Life (3:45)
2. Lonely (2:40)
3. Wrecked (4:05)
4. Monday (3:08)
5. #1 (3:26)
6. Easy Come Easy Go (3:00)
7. Giants (3:31)
8. It's Ok  (3:23)
9. Dull Knives (3:34)
10. Follow You (2:56)
11. Cutthroat (2:50)
12. No Time For Toxic People (3:28)
13. One Day (2:32)",Vinyl,"KIDinaKORNER, Interscope Records",2021
imagine-dragons-night-visions-lp-new-vinyl-4592330,"1. Radioactive 
2. Tiptoe 
3. It's Time 
4. Demons 
5. On Top Of The World 
6. Amsterdam 
7. Hear Me 
8. Every Night 
9. Bleeding Out 
10. Underdog 
11. Nothing Left To Say / Rocks 
12. Cha-Ching (Till We Grow Older) 
13. Working Man 
14. My Fault 
15. Round And Round 
16. The River 
17. America 
18. Selene 
19. Fallen 
20. Cover Up 
21. Love Of Mine (Night Visions Demo) 
22. Bubble (Night Visions Demo) ",Vinyl,"KIDinaKORNER, Interscope Records",2022
imagine-dragons-origins-lp-new-vinyl-7716795,"1. Natural  (3:10)
2. Boomerang (3:08)
3. Machine (3:02)
4. Cool Out (3:38)
5. Bad Liar (4:21)
6. West Coast (3:38)
7. Zero (3:31)
8. Bullet In A Gun (3:25)
9. Digital (3:22)
10. Only (3:01)
11. Stuck (3:11)
12. Love (2:47)
13. Birds (3:40)
14. Burn Out (4:34)
15. Real Life (4:08)",Vinyl,"KIDinaKORNER, Interscope Records",2018
natalie-imbruglia-left-of-the-middle-lp-new-vinyl-movlp1721,"1. Torn (4:04)
2. One More Addiction (3:30)
3. Big Mistake (4:32)
4. Leave Me Alone (4:21)
5. Intuition (3:22)
6. Smoke (4:37)
7. Pigeons And Crumbs (5:21)
8. Don't You Think? (3:55)
9. Impressed (4:47)
10. Wishing I Was There (3:52)
11. City (4:33)
12. Left Of The Middle (3:46)",Vinyl,"Music On Vinyl, RCA, Sony Music",2016
natalie-imbruglia-male-lp-new-vinyl-movlp1555c,"1. Instant Crush (4:57)
2. Cannonball (3:28)
3. The Summer (3:18)
4. I'll Follow You Into The Dark (3:25)
5. Goodbye In His Eyes (4:26)
6. Friday I'm In Love (3:16)
7. Naked As We Came (2:37)
8. Let My Love Open The Door (3:08)
9. Only Love Can Break Your Heart (2:50)
10. I Melt With You (4:08)
11. The Waiting (3:17)
12. The Wind (2:13)",Vinyl,"Music On Vinyl, Portrait",2023
incubus-2-a-crow-left-of-the-murder-lp-new-vinyl-movlp697r,"1. Megalomaniac 
2. A Crow Left Of The Murder 
3. Agoraphobia 
4. Talk Shows On Mute 
5. Beware! Criminal 
6. Sick Sad Little World 
7. Pistola 
8. Southern Girl 
9. Priceless 
10. Zee Deveel 
11. Made For TV Movie 
12. Smile Lines 
13. Here In My Room 
14. Leech ",Vinyl,"Epic, Legacy, Music On Vinyl",2024
incubus-2-a-crow-left-of-the-murder-lp-new-vinyl-movlp697,"1. Megalomaniac 
2. A Crow Left Of The Murder 
3. Agoraphobia 
4. Talk Show On Mute 
5. Beware! Criminal 
6. Sick Sad Little World 
7. Pistola 
8. Southern Girl 
9. Priceless 
10. Zee Deveel 
11. Made For TV Movie 
12. Smile Lines 
13. Here In My Room 
14. Leech ",Vinyl,"Epic, Immortal Records (3), Legacy, Music On Vinyl",2013
incubus-2-if-not-now-when-lp-new-vinyl-movlp3363w,"1. If Not Now, When? 
2. Promises, Promises 
3. Friends And Lovers 
4. Thieves 
5. Isadore 
6. The Original 
7. Defiance 
8. In The Company Of Wolves 
9. Switchblade 
10. Adolescents 
11. Tomorrow's Food ",Vinyl,"Epic, Immortal Records (3), Music On Vinyl",2023
incubus-2-light-grenades-lp-new-vinyl-movlp698,"1. Quicksand 
2. A Kiss To Send Us Off 
3. Dig 
4. Anna Molly 
5. Love Hurts 
6. Light Grenades 
7. Earth To Bella (Part I) 
8. Oil And Water 
9. Diamonds And Coal 
10. Rogues 
11. Paper Shoes 
12. Pendulous Threads 
13. Earth To Bella (Part II) ",Vinyl,"Epic, Immortal Records (3), Legacy, Music On Vinyl",2013
incubus-2-make-yourself-lp-new-vinyl-movlp695,"1. Privilege 
2. Nowhere Fast 
3. Consequence 
4. The Warmth 
5. When It Comes 
6. Stellar 
7. Make Yourself 
8. Drive 
9. Clean 
10. Battlestar Scralatchtica 
11. I Miss You 
12. Pardon Me 
13. Out From Under ",Vinyl,"Epic, Immortal Records (3), Legacy, Music On Vinyl",2013
incubus-2-morning-view-lp-new-vinyl-movlp696,"1. Nice To Know You 
2. Circles 
3. Wish You Were Here 
4. Just A Phase 
5. 11am 
6. Blood On The Ground 
7. Mexico 
8. Warning 
9. Echo 
10. Have You Ever 
11. Are You In? 
12. Under My Umbrella 
13. Aqueous Transmission ","Vinyl, Vinyl, All Media",Music On Vinyl,2019
inme-overgrown-eden-lp-new-vinyl-movlp3736c,"1. Underdose 
2. Firefly 
3. Wounds 
4. Lava Twilight 
5. Natural 
6. Her Mask (p.a.) 
7. Energy 
8. Crushed Like Fruit 
9. IceWarm 
10. Trenches 
11. Neptune 
12. Mosaic 
13. Web 
14. Gelosea 
15. Spur Of Moment 
16. Ruins 
17. Alaya 
18. May (As Well Kiss Me) 
19. Gently Hurting 
20. Receipt For Life 
21. Miracle 
22. Deep Regret ",Vinyl,Music On Vinyl,2024
inme-overgrown-eden-lp-new-vinyl-movlp3736w,"1. Underdose 
2. Firefly 
3. Wounds 
4. Lava Twilight 
5. Natural 
6. Her Mask (p.a.) 
7. Energy 
8. Crushed Like Fruit 
9. IceWarm 
10. Trenches 
11. Neptune 
12. Mosaic 
13. Web 
14. Gelosea 
15. Spur Of Moment 
16. Ruins 
17. Alaya 
18. May (As Well Kiss Me) 
19. Gently Hurting 
20. Receipt For Life 
21. Miracle 
22. Deep Regret ",Vinyl,Music On Vinyl,2025
interpol-marauder-lp-new-vinyl-ole11241,"1. If You Really Love Nothing (4:26)
2. The Rover (3:38)
3. Complications (3:55)
4. Flight Of Fancy (3:52)
5. Stay In Touch  (4:54)
6. Interlude 1 (1:02)
7. Mountain Child  (3:09)
8. NYSMAW (3:17)
9. Surveillance  (4:14)
10. Number 10  (3:14)
11. Party's Over  (3:40)
12. Interlude 2 (1:04)
13. It Probably Matters (4:09)",Vinyl,Matador,2018
inxs-recorded-live-at-the-us-festival-1983-shabooh-shoobah-lp-new-vinyl-4827323,"1. Soul Mistake 
2. Here Comes 
3. Jan's Song 
4. Spy Of Love 
5. To Look At You 
6. The One Thing 
7. Old World New World 
8. Black And White 
9. Don't Change ",Vinyl,Petrol (2),2022
inxs-the-very-best-lp-new-vinyl-5788706,"1. Need You Tonight (3:03)
2. Mystify (3:19)
3. Suicide Blonde (3:53)
4. Taste It (3:20)
5. Original Sin (5:18)
6. Heaven Sent (3:20)
7. Disappear (4:10)
8. Never Tear Us Apart (3:05)
9. The Gift (4:04)
10. Devil Inside (5:15)
11. Beautiful Girl (3:29)
12. By My Side (3:06)
13. Kiss The Dirt (Falling Down The Mountain) (3:55)
14. Elegantly Wasted (4:34)
15. New Sensation (3:41)
16. What You Need (3:36)
17. Listen Like Thieves (3:48)
18. Just Keep Walking (2:44)
19. Bitter Tears (3:50)
20. Baby Don't Cry (4:47)",Vinyl,"Petrol (2), Universal Music Group",2017
inxs-underneath-the-colours-lp-new-vinyl-3777891,"1. Stay Young 
2. Horizons 
3. Big Go Go 
4. Underneath The Colours 
5. Fair Weather Ahead 
6. Night Of Rebellion 
7. Follow 
8. Barbarian 
9. What Would You Do 
10. Just To Learn Again ",Vinyl,"ATCO Records, Petrol Electric, Universal Music Group International",2014
iron-butterfly-in-a-gadda-da-vida-lp-new-vinyl-0603497837106,"1. Most Anything You Want (3:41)
2. Flowers And Beads (3:05)
3. My Mirage (4:51)
4. Termination (2:50)
5. Are You Happy (4:28)
6. In-A-Gadda-Da-Vida (17:05)",Vinyl,"ATCO Records, ATCO Records",2023
iron-maiden-a-matter-of-life-and-death-lp-new-vinyl-0190295851958,"1. Different World (4:17)
2. These Colours Don't Run (6:52)
3. Brighter Than A Thousand Suns (8:44)
4. The Pilgrim (5:07)
5. The Longest Day (7:48)
6. Out Of The Shadows (5:36)
7. The Reincarnation Of Benjamin Breeg (7:21)
8. For The Greater Good Of God (9:24)
9. Lord Of Light (7:23)
10. The Legacy (9:20)",Vinyl,Parlophone,2017
iron-maiden-death-on-the-road-lp-new-vinyl-0190295836443,"1. Wildest Dreams (4:51)
2. Wrathchild (2:59)
3. Can I Play With Madness (3:31)
4. The Trooper (4:11)
5. Dance Of Death (9:34)
6. Rainmaker (4:11)
7. Brave New World (6:09)
8. Paschendale (10:17)
9. Lord Of The Flies (5:04)
10. No More Lies (8:06)
11. Hallowed Be Thy Name (7:40)
12. Fear Of The Dark (7:38)
13. Iron Maiden (5:09)
14. Journeyman (7:02)
15. The Number Of The Beast (4:57)
16. Run To The Hills (4:23)",Vinyl,Parlophone,2017
iron-maiden-piece-of-mind-lp-new-vinyl-5054197784323,"1. Where Eagles Dare (6:08)
2. Revelations (6:51)
3. Flight Of Icarus (3:51)
4. Die With Your Boots On (5:22)
5. The Trooper (4:15)
6. Still Life (4:37)
7. Quest For Fire (3:40)
8. Sun And Steel (3:25)
9. To Tame A Land (7:26)",Vinyl,"Parlophone, Parlophone",2024
iron-maiden-virtual-xi-lp-new-vinyl-0190295851996,"1. Futureal (3:00)
2. The Angel And The Gambler (9:51)
3. Lightning Strikes Twice (4:49)
4. The Clansman (9:06)
5. When Two Worlds Collide (6:13)
6. The Educated Fool (6:46)
7. Don't Look To The Eyes Of A Stranger (8:11)
8. Como Estais Amigos (5:26)",Vinyl,Parlophone,2017
the-isley-brothers-givin-it-back-lp-new-vinyl-movlp840,"1. Ohio / Machine Gun (9:13)
2. Fire And Rain (5:29)
3. Lay Lady Lay (10:22)
4. Spill The Wine (6:32)
5. Nothing To Do But Today (3:42)
6. Cold Bologna (3:03)
7. Love The One You're With (3:40)",Vinyl,"T-Neck, Music On Vinyl",2015
the-isley-brothers-go-for-your-guns-lp-new-vinyl-movlp3150t,"1. The Pride (Part 1 & 2) (5:33)
2. Footsteps In The Dark (Part 1 & 2) (5:07)
3. Tell Me When You Need It Again (Part 1 & 2) (5:06)
4. Climbin' Up The Ladder (Part 1 & 2) (6:39)
5. Voyage To Atlantis (4:32)
6. 	Livin' In The Life (4:15)
7. Go For Your Guns (2:16)",Vinyl,"Music On Vinyl, T-Neck",2024
j-cole-cole-world-the-sideline-story-lp-new-vinyl-5509364,"1. Intro 
2. Dollar and A Dream III 
3. Can't Get Enough 
4. Lights Please 
5. Interlude 
6. Sideline Story 
7. Mr. Nice Watch 
8. Cole World 
9. In the Morning 
10. Lost Ones 
11. Nobody's Perfect 
12. Never Told 
13. Rise and Shine 
14. God's Gift 
15. Breakdown 
16. Work Out (Bonus) ",Vinyl,"Dreamville, Interscope Records, Bystorm Entertainment",2023
jonathan-richman-the-modern-lovers-back-in-your-life-lp-new-vinyl-movlp2462t,"1. Abdul And Cleopatra (3:18)
2. (She's Gonna) Respect Me (2:49)
3. Lover Please (1:58)
4. Affection (4:06)
5. Buzz Buzz Buzz (1:58)
6. Back In Your Life (2:14)
7. Party In The Woods Tonight (3:01)
8. My Love Is A Flower (Just Beginning To Bloom) (2:20)
9. I'm Nature's Mosquito (2:45)
10. Emaline (2:07)
11. Lydia (3:11)
12. I Hear You Calling Me (2:52)",Vinyl,"Music On Vinyl, BMG",2024
jackie-mclean-tippin-the-scales-lp-new-vinyl-3551975,"1. Tippin' The Scales 
2. Rainy Blues 
3. Nursery Blues 
4. Nicely 
5. Two For One 
6. Cabin In The Sky ",Vinyl,"Blue Note, Blue Note, Blue Note, Blue Note",2022
harry-jackman-kong-skull-island-original-motion-picture-soundtrack-lp-new-vinyl-ww041,"1. South Pacific 
2. The Skull Island 
3. Kong's Fury 
4. The Mission 
5. The Beach 
6. The Skerries 
7. The Swamps 
8. The Hunt 
9. The Cave 
10. The Queen 
11. The Fights 
12. The Valley 
13. The Last Of His Kind 
14. The Ritual 
15. The Bridge 
16. The Ride 
17. The End ","2xVinyl, LP, Album, Soundtrack, Limited Edition, Coloured Vinyl, Amber & Black Coloured Vinyl, 180 Gram, Gatefold, Insert",Waxwork Records,2018
jacks-mannequin-the-glass-passenger-lp-new-vinyl-movlp2055,"1. Crashin (4:06)
2. Spinning (2:53)
3. Swim (4:16)
4. American Love (3:43)
5. What Gets You Off (5:13)
6. Suicide Blonde (3:28)
7. Annie Use Your Telescope (3:08)
8. Bloodshot (3:38)
9. Drop Out - The So Unknown (3:33)
10. Hammers And Strings (A Lullaby) (4:34)
11. The Resolution (3:06)
12. Orphans (2:39)
13. Caves (8:19)
14. Miss California (Bonus Track) (3:54)",Vinyl,"Music On Vinyl, Warner Bros. Records",2018
jacks-mannequin-people-and-things-lp-new-vinyl-movlp2838,"1. My Racing Thoughts (4:19)
2. Release Me (3:16)
3. Television (3:37)
4. Amy, I (3:33)
5. Hey Hey Hey (We're All Gonna Die) (3:37)
6. People, Running (3:40)
7. Amelia Jean (2:54)
8. Platform Fire (3:31)
9. Hostage (4:27)
10. Restless Dream (3:55)
11. Casting Lines (3:41)",Vinyl,"Music On Vinyl, Sire",2021
the-jackson-5-boogie-lp-new-vinyl-movlp3711,"1. Love's Gone Bad (3:20)
2. I Ain't Gonna Eat Out My Heart Anymore (3:01)
3. ABC (2:58)
4. I Was Made To Love Her (4:17)
5. One Day I'll Marry You (3:00)
6. Never Can Say Goodbye (3:00)
7. Oh, I've Been Bless'd (2:40)
8. Penny Arcade (2:40)
9. Just Because I Love You (3:14)
10. Dancing Machine (2:41)",Vinyl,"Music On Vinyl, Universal Music",2024
the-jackson-5-jackson-5-christmas-album-lp-new-vinyl-0602537945764,"1. Have Yourself A Merry Little Christmas (5:10)
2. Santa Claus Is Comin' To Town (2:25)
3. The Christmas Song (2:45)
4. Up On The Housetop (3:11)
5. Frosty The Snowman (2:30)
6. The Little Drummer Boy (3:06)
7. Rudolph The Red-Nosed Reindeer (2:30)
8. Christmas Won't Be The Same This Year (2:30)
9. Give Love On Christmas Day (2:58)
10. Someday At Christmas (2:38)
11. I Saw Mommy Kissing Santa Claus (2:59)",Vinyl,Motown,2017
janet-jackson-rhythm-nation-1814-lp-new-vinyl-0602577650413,"1. Interlude: Pledge 
2. Rhythm Nation 
3. Interlude: T.V. 
4. State Of The World 
5. Interlude: Race 
6. The Knowledge 
7. Interlude: Let's Dance 
8. Miss You Much 
9. Interlude: Come Back 
10. Love Will Never Do (Without You) 
11. Livin' In A World (They Didn't Make) 
12. Alright 
13. Interlude: Hey Baby 
14. Escapade 
15. Interlude: No Acid 
16. Black Cat 
17. Lonely 
18. Come Back To Me 
19. Someday Is Tonight 
20. Interlude: Livin'...In Complete Darkness ",Vinyl,A&M Records,2019
joe-jackson-collected-lp-new-vinyl-movlp1819,"1. Fools In Love 
2. Is She Really Going Out With Him? 
3. Look Sharp! 
4. Got The Time 
5. Sunday Papers 
6. It's Different For Girls 
7. I'm The Man 
8. Mad At You 
9. Beat Crazy 
10. One To One 
11. The Harder They Come 
12. Jumpin' Jive 
13. Another World 
14. Steppin' Out 
15. Real Men 
16. A Slow Song 
17. Breaking Us In Two 
18. Be My Number Two 
19. You Can't Get What You Want (Till You Know What You Want) 
20. Happy Ending 
21. (He's A) Shape In A Drape 
22. Nineteen Forever 
23. Stranger Than Fiction 
24. Home Town (Live) 
25. Is She really Going Out With Him? (A Capella Version) ",Vinyl,"Universal Music, Music On Vinyl",2017
michael-jackson-bad-lp-new-vinyl-88875143741,"1. Bad 
2. The Way You Make Me Feel 
3. Speed Demon 
4. Liberian Girl 
5. Just Good Friends 
6. Another Part of Me 
7. Man in the Mirror 
8. I Just Can't Stop Loving You 
9. Dirty Diana 
10. Smooth Criminal ",Vinyl,Epic,2016
michael-jackson-bad-lp-new-vinyl-19075866431,"1. Bad 
2. The Way You Make Me Feel 
3. Speed Demon 
4. Liberian Girl 
5. Just Good Friends 
6. Another Part Of Me 
7. Man In The Mirror 
8. I Just Can't Stop Loving You 
9. Dirty Diana 
10. Smooth Criminal ",Vinyl,"MJJ Productions, Epic, Legacy, Sony Music",2018
michael-jackson-dangerous-lp-new-vinyl-19075866441,"1. Jam (5:39)
2. Why You Wanna Trip On Me (5:25)
3. In The Closet (6:32)
4. She Drives Me Wild (3:41)
5. Remember The Time (4:00)
6. Can't Let Her Get Away (4:59)
7. Heal The World (6:25)
8. Black Or White (4:16)
9. Who Is It (6:35)
10. Give In To Me (5:30)
11. Will You Be There (7:40)
12. Keep The Faith (5:57)
13. Gone Too Soon (3:22)
14. Dangerous (6:59)",Vinyl,"Epic, Epic, Legacy, Sony Music, MJJ Productions",2021
michael-jackson-off-the-wall-lp-new-vinyl-0888751894211,"1. Don't Stop 'Til You Get Enough (6:02)
2. Rock With You (3:38)
3. Working Day And Night (5:12)
4. Get On The Floor (4:44)
5. Off The Wall (4:04)
6. Girlfriend (3:04)
7. She's Out Of My Life (3:36)
8. I Can't Help It (4:27)
9. It's The Falling In Love (3:46)
10. Burn This Disco Out (3:38)",Vinyl,"MJJ Productions, Epic, Legacy",2016
dynam7064,,,,
jaco-pastorius-brian-melvin-jazz-street-lp-new-vinyl-movlp3116y,"1. No slack (2:47)
2. Jazz Street (3:55)
3. Miles Mode (5:07)
4. May Day (6:35)
5. Wedding waltz (6:23)
6. Out Of The Night (6:28)
7. Drums Of Yadzarah (8:11)",Vinyl,Music On Vinyl,2023
the-jam-all-mod-cons-lp-new-vinyl-3745910,"1. All Mod Cons (1:18)
2. To Be Someone (Didn't We Have A Nice Time) (2:28)
3. Mr. Clean (3:28)
4. David Watts (2:56)
5. English Rose (2:49)
6. In The Crowd (5:40)
7. Billy Hunt (3:00)
8. It's Too Bad (2:36)
9. Fly (3:20)
10. The Place I Love (2:52)
11. 'A' Bomb In Wardour Street (2:37)
12. Down In The Tube Station At Midnight (4:34)",Vinyl,Polydor,2014
the-jam-snap-lp-new-vinyl-7752702,"1. In The City 
2. Away From The Numbers 
3. All Around The World 
4. The Modern World 
5. News Of The World 
6. Billy Hunt 
7. English Rose 
8. Mr. Clean 
9. David Watts 
10. ""A"" Bomb In Wardour Street 
11. Down In The Tube Station At Midnight 
12. Strange Town 
13. The Butterfly Collector 
14. When You're Young 
15. Smithers-Jones 
16. Thick As Thieves 
17. The Eton Rifles 
18. Going Underground 
19. Dreams Of Children 
20. That's Entertainment 
21. Start! 
22. Man In The Corner Shop 
23. Funeral Pyre 
24. Absolute Beginners 
25. Tales From The Riverbank 
26. Town Called Malice 
27. Precious 
28. The Bitterest Pill (I Ever Had To Swallow) 
29. Beat Surrender 
30. Live! E∙P 
31. Move On Up (Live) 
32. Get Yourself Together (Live) 
33. The Great Depression (Live) 
34. But I'm Different Now (Live) ","Vinyl, Vinyl, All Media","Polydor, Polydor, UMC, UMC",2019
the-jam-sound-affects-lp-new-vinyl-3745912,"1. Pretty Green (2:33)
2. Monday (3:02)
3. But I'm Different Now (1:52)
4. Set The House Ablaze (5:02)
5. Start! (2:29)
6. That's Entertainment (3:38)
7. Dream Time (3:50)
8. Man In The Corner Shop (3:12)
9. Music For The Last Couple (3:41)
10. Boy About Town (1:59)
11. Scrape Away (3:59)",Vinyl,Polydor,2014
